customer_tweet_id,customer_text,support_response,gold_intent,gold_escalate,escalation_reason,clean_text,pred_intent,pred_confidence,best_similarity,pred_escalate,human_reviewed
2801467,"@AppleSupport I am able to sign in to a non admin account, but when I try to make changes I am prompted for my Apple ID and password, which are rejected. They are both known to be correct and working on other Apple devices",@781516 Can you send us a screenshot of the message where it asks for your password when you try to make changes? Send it in a DM with the link below. https://t.co/GDrqU22YpT,account_payment,yes,Account or payment-related issue may require secure human support.,i am able to sign in to a non admin account but when i try to make changes i am prompted for my apple id and password which are rejected they are both known to be correct and working on other apple devices,account_payment,0.9998640452616188,0.2042855580949479,yes,True
1741640,@AppleSupport Thank you 🙏,@525427 You're welcome! Don't hesitate to reach out to us if you need us again in the future. Have a great day.,other,yes,Insufficient context to safely resolve automatically.,thank you,other,0.9363635487331426,1.0,no,True
2121589,After upgrading to iOS 11 the battery drains really fast when using mobile data while travelling. Never seen such issues before. @AppleSupport @115858,@245900 We'd love to help! We know how important the battery is for your iPhone. Are you using a specific app when this happens? DM us. https://t.co/GDrqU22YpT,battery_charging,yes,Historical resolution indicates further investigation or direct support.,after upgrading to ios the battery drains really fast when using mobile data while travelling never seen such issues before,battery_charging,0.9910622489925546,0.2994470089090575,yes,True
386884,"@115858 while the new ios is okay, why the hell does it ALWAYS turn on WiFi and Bluetooth?! It’s killing battery for nothing! Sort it out.",@207583 We're glad to help. Wi-Fi and Bluetooth options in the Control Center have been updated for iOS 11: https://t.co/vzVz37YMv0,battery_charging,no,Issue has sufficient context for an initial automated response.,while the new ios is okay why the hell does it always turn on wifi and bluetooth it s killing battery for nothing sort it out,battery_charging,0.7237962639425625,0.31942560045459,yes,True
2056943,@AppleSupport I have the iPhone 7 Plus and the newest iOS. Can y’all please make a new iOS to fix the battery issue?,@608340 We'd be glad to look into this with you. DM us more information about your issue and we'll continue from there: https://t.co/GDrqU22YpT,battery_charging,yes,Historical resolution indicates further investigation or direct support.,i have the iphone plus and the newest ios can y all please make a new ios to fix the battery issue,battery_charging,0.905465567868066,0.4304536929495628,yes,True
1386690,@AppleSupport I got the new #iPhoneX before the weekend. Is it just me or cant you close apps like before with push them up? It dosent work.,"@442666 We can assist. There is an extra step. From the App Switcher, long press any app until you see the minus sign. Then swipe up.",apps,no,Issue has sufficient context for an initial automated response.,i got the new iphonex before the weekend is it just me or cant you close apps like before with push them up it dosent work,apps,0.6019955263732488,0.2447891666911988,yes,True
2301989,@AppleSupport iPhone 6 iOS version 11.1,@668063 DM us and we'll go from there. https://t.co/GDrqU22YpT,ios_update,yes,Historical resolution indicates further investigation or direct support.,iphone ios version,ios_update,0.9998002716561388,1.0,no,True
1443382,"@115858 @AppleSupport fix these boxes right neoooww! 🗣🤬

Please! ☺️",@454901 Let's see what's going on. Send us a DM and let us know which version of iOS you're using. https://t.co/GDrqU22YpT,other,yes,Historical resolution indicates further investigation or direct support.,fix these boxes right neoooww please,other,0.9360853686025384,0.896209369128548,no,True
1449180,I updated my fucking phone &amp; im still seeing boxes @115858 Steve Jobs would never!,@456273 We want to get your keyboard responding correctly.  Please meet us in DM and we'll guide you from there. https://t.co/GDrqU22YpT,ios_update,yes,Historical resolution indicates further investigation or direct support.,i updated my fucking phone and im still seeing boxes steve jobs would never,ios_update,0.9038080147967682,0.4743016428144449,yes,True
2307955,@AppleSupport Meh doesn't work :(. Oh lawd why you hate me:(.,@669478 Did you receive any error messages while trying to update? Let us know by joining us in DM using this link: https://t.co/GDrqU22YpT,other,yes,Historical resolution indicates further investigation or direct support.,meh doesn t work oh lawd why you hate me,other,0.7206745461113313,0.4771153744256585,yes,True
1019395,@115858 will the ifone5c not work much longer with this ios11 update? Disappointed daughter in here losing wifi,"@361207 If you're noting issues with the Wi-Fi on your iPhone, we'd like to help. What specifically seems to be going on?",ios_update,no,Issue has sufficient context for an initial automated response.,will the ifone c not work much longer with this ios update disappointed daughter in here losing wifi,ios_update,0.98699733259278,0.2703087655238564,yes,True
1772919,.@115858 FIX THIS I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️,@532854 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,other,no,Issue has sufficient context for an initial automated response.,fix this i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i i,other,0.9872452022480492,1.0000000000000002,no,True
2294462,@AppleSupport please help?😅قبل لا انجلط https://t.co/FBVeAq6bDk,@666259 Does restarting your computer make this go away? Send us a DM with as many details as possible on what's going on and what the computer was doing before this happened. https://t.co/GDrqU22YpT,other,yes,Historical resolution indicates further investigation or direct support.,please help,other,0.8691852841260541,1.0,no,True
38246,@AppleSupport new update  11.0.3 has made my cell slow like samsung. The main reason me buying apple was a hope that it doesnt hang! 😐,"@124310 We can help. We’ve released iOS 11.1. Let’s make sure you have a backup, and update your iPhone: https://t.co/80YRnjDFDk",ios_update,no,Issue has sufficient context for an initial automated response.,new update has made my cell slow like samsung the main reason me buying apple was a hope that it doesnt hang,ios_update,0.7493193400482167,0.2524411148467025,yes,True
2622760,@AppleSupport what is going on with not sending videos to a android user?  Now not getting messages. What is going on!??!!!,@740970 Thanks for reaching out to us. We are always happy to help. Send us a DM so we can look into this issue with you. https://t.co/GDrqU22YpT,apple_services,yes,Historical resolution indicates further investigation or direct support.,what is going on with not sending videos to a android user now not getting messages what is going on,other,0.6153944301787262,0.5173307454067937,yes,True
1892241,@115858 you guys need to add force touch to the control center buttons and actually let people shit off WiFi and Bluetooth,@564216 We'd like to look into this. What's your current iOS version? You can check in Settings &gt; General &gt; About. https://t.co/GDrqU22YpT,wifi_connectivity,yes,Historical resolution indicates further investigation or direct support.,you guys need to add force touch to the control center buttons and actually let people shit off wifi and bluetooth,wifi_connectivity,0.9648209111021996,0.3006163355077393,yes,True
935956,@AppleSupport iOS 11.0.3. iPhone 7 Plus. Thank you!,@341890 Do you have access to a computer that has or could be used for iTunes for the purposes of restoring your iPhone?,ios_update,no,Issue has sufficient context for an initial automated response.,ios iphone plus thank you,ios_update,0.9789985020240268,0.6049822938197732,no,True
2947087,@AppleSupport El Capitain has broken internet sharing over ethernet and wifi.Is there a fix .None from apple support work.Sharing has worked seamlessly for 8 years under very other OS.Thanks,"@813982 Let's look into this together. Send us a DM with more information, and we'll continue from there. https://t.co/GDrqU22YpT",wifi_connectivity,yes,Historical resolution indicates further investigation or direct support.,el capitain has broken internet sharing over ethernet and wifi is there a fix none from apple support work sharing has worked seamlessly for years under very other os thanks,wifi_connectivity,0.9871086358856688,0.2069026559682311,yes,True
1881934,@AppleSupport why is my iPhone 7 restarting 12+ times a day on its own? 😡,@561604 Let's get this figured out together. Do you notice your iPhone powering off when taking specific actions? Let us know in DM. https://t.co/GDrqU22YpT,device_hardware,yes,Historical resolution indicates further investigation or direct support.,why is my iphone restarting times a day on its own,other,0.5177956355250032,0.4166384336376394,yes,True
1814291,@AppleSupport  how do I get rid of the obnoxious dialogue box of duplicate icons? https://t.co/ksd5Xjy6aQ,@439759 You can disable Recent apps in the Dock at Settings &gt; General &gt; Multitasking &amp; Dock: https://t.co/WTnoQ22YPG DM us questions. https://t.co/GDrqU22YpT,how_to,yes,Historical resolution indicates further investigation or direct support.,how do i get rid of the obnoxious dialogue box of duplicate icons,how_to,0.9446546855458676,0.5186006595062057,yes,True
1828295,"@AppleSupport on my phone, in Safari, it doesn’t want to let me copy, paste or search into the address bar at the top. Help!",@203476 Thank you for reaching out to us. We'd like to look into this with you. Please DM us the device you are using. https://t.co/GDrqU22YpT,apps,yes,Historical resolution indicates further investigation or direct support.,on my phone in safari it doesn t want to let me copy paste or search into the address bar at the top help,other,0.2776694400591667,0.2804431807960042,yes,True
2583162,Might have to make @115858 Genius Bar appointment soon too bad my warranty expire today this iOS version is no good https://t.co/eAHtmiBoJC,"@548736 We expect you to have a great experience with iOS 11.1.1. Tell us a bit about what's going on, we'll be happy to partner with you to investigate, and work on a solution.",ios_update,yes,Historical resolution indicates further investigation or direct support.,might have to make genius bar appointment soon too bad my warranty expire today this ios version is no good,ios_update,0.5903443170414128,0.3479129577719966,yes,True
1162164,"Really hating when my letter “I️” turns into this -&gt; I️ 
It’s so annoying, please fix it @AppleSupport",@393440 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,device_hardware,no,Issue has sufficient context for an initial automated response.,really hating when my letter i turns into this gt i it s so annoying please fix it,other,0.7927280055521243,0.4039889893638826,yes,True
2131159,my phone just went from 40% to 38% like I swear it’s literally on the charger..@115858 do better.,@627220 We want you to be able to charge your phone. Were you using it when you experienced this? Let us know in DM. https://t.co/GDrqU22YpT,battery_charging,yes,Historical resolution indicates further investigation or direct support.,my phone just went from to like i swear it s literally on the charger do better,battery_charging,0.9380303611985346,0.5208817705900161,yes,True
1579817,@115858 fix this please,@486443 Let's try the steps listed in this article. https://t.co/xU1AGHStV6. Let us know if you need any further help.,other,yes,Insufficient context to safely resolve automatically.,fix this please,other,0.956638512341356,1.0,no,True
2432876,@115858 @AppleSupport can kiss my ass. Phone dies 30 days after warranty expires? total hardware fail. Any the solution is to buy a new one? Serious?,@698212 Thanks for reaching out. We're here to help. DM us so we can look into this further with you. https://t.co/GDrqU22YpT,device_hardware,yes,Historical resolution indicates further investigation or direct support.,can kiss my ass phone dies days after warranty expires total hardware fail any the solution is to buy a new one serious,other,0.4015433995348763,0.2445710669552306,yes,True
1864565,@115858 my phone has been plugged in for over an hour and has went from 27% to 9% get your shit together 🙂,@557069 Let's work on it together. Does your sound show the charging indicator while plugged in? Which version of IOS is installed?,battery_charging,no,Issue has sufficient context for an initial automated response.,my phone has been plugged in for over an hour and has went from to get your shit together,other,0.4643346446009612,0.4901061991958672,yes,True
257212,"@AppleSupport I have a WiFi connection, but to the right of the indicator, top left of screen, there is the “spinning wheel” draining my battery.","@177175 We'll help out. That icon indicates there is network activity, as shown here: https://t.co/4NpldadydV
Questions? DM us. https://t.co/GDrqU22YpT",battery_charging,yes,Historical resolution indicates further investigation or direct support.,i have a wifi connection but to the right of the indicator top left of screen there is the spinning wheel draining my battery,battery_charging,0.8362000783632292,0.2721425955665583,yes,True
793719,My phone's been acting up since the announcement for the iPhone 8. @AppleSupport you ain't slick,"@309268 We'd love to help out. What's going on with your iPhone? Also, what's the iOS version? DM us. https://t.co/GDrqU22YpT",other,yes,Historical resolution indicates further investigation or direct support.,my phone s been acting up since the announcement for the iphone you ain t slick,other,0.5841507442442385,0.4483552080316286,yes,True
2683850,"@AppleSupport we secured @263821 tickets for my brother but safari wouldn't load the verify page and we lost them! A verify page is part of every website transaction, why doesn't it load on safari?!","@754863 We'd like to see if we can help with Safari. To start, which device are you experiencing this on, and which software version is it running? Let us know in DM, and we'll go from there. https://t.co/GDrqU22YpT",apps,yes,Historical resolution indicates further investigation or direct support.,we secured tickets for my brother but safari wouldn t load the verify page and we lost them a verify page is part of every website transaction why doesn t it load on safari,other,0.3944580254919606,0.2082413323548029,yes,True
1741616,@AppleSupport I’ve checked the software update but it says that my iOS is up to date.,@525420 Let's meet in DM so we can get some specific information about your iPhone. https://t.co/GDrqU22YpT,ios_update,yes,Historical resolution indicates further investigation or direct support.,i ve checked the software update but it says that my ios is up to date,ios_update,0.9981371157844472,0.5378941243903825,yes,True
1998719,So yall just not gon fix these boxes? @115858,@590976 We're here to help.  DM us the exact issue you're currently having and we'll be happy to look into it with you. https://t.co/GDrqU22YpT,device_hardware,yes,Historical resolution indicates further investigation or direct support.,so yall just not gon fix these boxes,other,0.8577852001991301,0.7230855672926595,no,True
